Id,Email__c,FinServ__NetWorth__c,FinServ__CreditRating__c,Tier__c,FinServ__LifetimeValue__c,FinServ__LastUsedChannel__c,Ownership,TickerSymbol
001am00002AA8XGAA1,info@taylorhousehold.com,3040416,Fair,C,53207,Web,Private,
001am00002AA8XHAA1,info@jarvishousehold.com,1961900,Fair,C,34333,Web,Private,
001am00002AA8XIAA1,info@travishousehold.com,2715284,Fair,C,47517,Call Center,Private,
001am00002AA8XJAA1,info@rogershousehold.com,342528,Good,C,25000,Branch,Private,
001am00002AA8XKAA1,info@shepardhousehold.com,2331604,Poor,C,40803,Branch,Private,
001am00002AA8XLAA1,info@snyderhousehold.com,3898796,Good,C,68228,Web,Private,
001am00002AA8XMAA1,info@blackhousehold.com,1493932,Fair,C,26143,Mobile,Private,
001am00002AA8XNAA1,info@bairdhousehold.com,3099700,Good,C,54244,Mobile,Private,
001am00002AA8XOAA1,info@bakerhousehold.com,3939408,Good,C,68939,Mobile,Private,
001am00002AA8XPAA1,info@huffmanhousehold.com,1109952,Excellent,C,25000,Mobile,Private,
001am00002AA8XQAA1,info@freemanhousehold.com,2011420,Good,C,35199,Mobile,Private,
001am00002AA8XRAA1,info@howardhousehold.com,1763200,Fair,C,30856,Other,Private,
001am00002AA8XSAA1,info@fowlerhousehold.com,1447752,Fair,C,25335,Other,Subsidiary,
001am00002AA8XTAA1,info@ramoshousehold.com,2985180,Fair,C,52240,Branch,Private,
001am00002AA8XUAA1,info@tuckerhousehold.com,924100,Fair,C,25000,Other,Private,
001am00002AA8XVAA1,info@lawrencehousehold.com,2709152,Fair,C,47410,Web,Other,
001am00002AA8XWAA1,info@younghousehold.com,422780,Fair,C,25000,Mobile,Private,
001am00002AA8XXAA1,info@fosterhousehold.com,1502988,Fair,C,26302,Other,Private,
001am00002AA8XYAA1,info@maciashousehold.com,3565060,Fair,C,62388,Branch,Private,
001am00002AA8XZAA1,info@marquezhousehold.com,971832,Fair,C,25000,Other,Private,
001am00002AA8XaAAL,info@morrishousehold.com,1354636,Fair,C,25000,Call Center,Private,
001am00002AA8XbAAL,info@hamiltonhousehold.com,2497472,Good,C,43705,Mobile,Public,HAMI
001am00002AA8XcAAL,info@mirandahousehold.com,1332016,Good,C,25000,Mobile,Public,MIRA
001am00002AA8XdAAL,info@fischerhousehold.com,1110068,Fair,C,25000,Branch,Private,
001am00002AA8XeAAL,info@changhousehold.com,741148,Fair,C,25000,Branch,Private,
001am00002AA8XfAAL,info@bryanthousehold.com,2586880,Fair,C,45270,Web,Private,
001am00002AA8XgAAL,info@zimmermanhousehold.com,2005824,Good,C,35101,Call Center,Public,ZIMM
001am00002AA8XhAAL,info@lawrencehousehold.com,767124,Fair,C,25000,Branch,Private,
001am00002AA8XiAAL,info@bennetthousehold.com,1970808,Fair,C,34489,Branch,Private,
001am00002AA8XjAAL,info@valdezhousehold.com,1817736,Good,C,31810,Mobile,Private,
001am00002AA8XkAAL,info@paulhousehold.com,2354316,Good,C,41200,Mobile,Private,
001am00002AA8XlAAL,info@davishousehold.com,3433096,Fair,C,60079,Other,Private,
001am00002AA8XmAAL,info@wardhousehold.com,2028844,Fair,C,35504,Call Center,Other,
001am00002AA8XnAAL,info@williamsonhousehold.com,693556,Fair,C,25000,Branch,Public,WILL
001am00002AA8XoAAL,info@steelehousehold.com,2501800,Good,C,43781,Other,Private,
001am00002AA8XpAAL,info@hernandezhousehold.com,2825568,Good,C,49447,Other,Private,
001am00002AA8XqAAL,info@johnsonhousehold.com,3941968,Fair,C,68984,Call Center,Public,JOHN
001am00002AA8XrAAL,info@clarkhousehold.com,3405352,Poor,C,59593,Mobile,Public,CLAR
001am00002AA8XsAAL,info@campbellhousehold.com,805272,Fair,C,25000,Web,Private,
001am00002AA8XtAAL,info@whitehousehold.com,2115684,Good,C,37024,Other,Private,
001am00002AA8XuAAL,info@knoxhousehold.com,2584516,Fair,C,45229,Mobile,Private,
001am00002AA8XvAAL,info@jacksonhousehold.com,348564,Fair,C,25000,Mobile,Private,
001am00002AA8XwAAL,info@christianhousehold.com,3915584,Fair,C,68522,Branch,Private,
001am00002AA8XxAAL,info@farmerhousehold.com,3376376,Good,C,59086,Web,Private,
001am00002AA8XyAAL,info@robbinshousehold.com,1634144,Good,C,28597,Branch,Private,
001am00002AA8XzAAL,info@gomezhousehold.com,2242020,Fair,C,39235,Mobile,Private,
001am00002AA8Y0AAL,info@barretthousehold.com,3182856,Good,C,55699,Call Center,Private,
001am00002AA8Y1AAL,info@walshhousehold.com,1046708,Fair,C,25000,Mobile,Private,
001am00002AA8Y2AAL,info@muellerhousehold.com,2975676,Fair,C,52074,Call Center,Private,
001am00002AA8Y3AAL,info@sheltonhousehold.com,3898680,Fair,C,68226,Web,Other,
001am00002AA8Y4AAL,info@joneshousehold.com,1244844,Poor,C,25000,Branch,Private,
001am00002AA8Y5AAL,info@gonzalezhousehold.com,1250992,Good,C,25000,Other,Subsidiary,
001am00002AA8Y6AAL,info@travishousehold.com,498744,Fair,C,25000,Other,Private,
001am00002AA8Y7AAL,info@burnshousehold.com,2338128,Good,C,40917,Other,Private,
001am00002AA8Y8AAL,info@lucerohousehold.com,1980516,Good,C,34659,Web,Private,
001am00002AA8Y9AAL,info@robinsonhousehold.com,1469056,Fair,C,25708,Branch,Private,
001am00002AA8YAAA1,info@johnsonhousehold.com,3479240,Fair,C,60886,Branch,Private,
001am00002AA8YBAA1,info@brownhousehold.com,2791800,Fair,C,48856,Web,Private,
001am00002AA8YCAA1,info@whitehousehold.com,553060,Fair,C,25000,Call Center,Other,
001am00002AA8YDAA1,info@joneshousehold.com,2365388,Fair,C,41394,Web,Private,
001am00002AA8YEAA1,info@bakerhousehold.com,2796092,Good,C,48931,Branch,Public,BAKE
001am00002AA8YFAA1,info@carneyhousehold.com,3563976,Fair,C,62369,Web,Private,
001am00002AA8YGAA1,info@stronghousehold.com,1913796,Good,C,33491,Web,Private,
001am00002AA8YHAA1,info@smithhousehold.com,1789280,Good,C,31312,Call Center,Other,
001am00002AA8YIAA1,info@hancockhousehold.com,3364140,Good,C,58872,Other,Private,
001am00002AA8YJAA1,info@alvaradohousehold.com,985224,Good,C,25000,Call Center,Subsidiary,
001am00002AA8YKAA1,info@diazhousehold.com,2809548,Good,C,49167,Call Center,Other,
001am00002AA8YLAA1,info@smithhousehold.com,1692452,Fair,C,29617,Branch,Private,
001am00002AA8YMAA1,info@hugheshousehold.com,706016,Fair,C,25000,Call Center,Public,HUGH
001am00002AA8YNAA1,info@parkerhousehold.com,625612,Fair,C,25000,Call Center,Private,
001am00002AA8YOAA1,info@espinozahousehold.com,3744460,Good,C,65528,Branch,Private,
001am00002AA8YPAA1,info@richardshousehold.com,1140876,Good,C,25000,Mobile,Private,
001am00002AA8YQAA1,info@hernandezhousehold.com,1893816,Good,C,33141,Web,Private,
001am00002AA8YRAA1,info@normanhousehold.com,3273276,Fair,C,57282,Other,Public,NORM
001am00002AA8YSAA1,info@craighousehold.com,603460,Fair,C,25000,Other,Private,
001am00002AA8YTAA1,info@oliverhousehold.com,1286132,Good,C,25000,Call Center,Private,
001am00002AA8YUAA1,info@kimhousehold.com,2631536,Fair,C,46051,Mobile,Other,
001am00002AA8YVAA1,info@ortizhousehold.com,1739508,Fair,C,30441,Mobile,Private,
001am00002AA8YWAA1,info@williamshousehold.com,2883676,Fair,C,50464,Mobile,Private,
001am00002AA8YXAA1,info@gillhousehold.com,1302192,Good,C,25000,Mobile,Private,
001am00002AA8YYAA1,info@kimhousehold.com,3645968,Good,C,63804,Other,Private,
001am00002AA8YZAA1,info@robbinshousehold.com,3375060,Fair,C,59063,Branch,Private,
001am00002AA8YaAAL,info@bennetthousehold.com,2706372,Excellent,C,47361,Mobile,Public,BENN
001am00002AA8YbAAL,info@stonehousehold.com,869972,Good,C,25000,Other,Private,
001am00002AA8YcAAL,info@marshhousehold.com,3528292,Fair,C,61745,Web,Private,
001am00002AA8YdAAL,info@serranohousehold.com,3594996,Good,C,62912,Call Center,Subsidiary,
001am00002AA8YeAAL,info@petersonhousehold.com,3898936,Fair,C,68231,Mobile,Private,
001am00002AA8YfAAL,info@reyeshousehold.com,1265196,Fair,C,25000,Mobile,Private,
001am00002AA8YgAAL,info@valdezhousehold.com,1921528,Fair,C,33626,Other,Private,
001am00002AA8YhAAL,info@fisherhousehold.com,3888720,Good,C,68052,Other,Private,
001am00002AA8YiAAL,info@gonzalezhousehold.com,1291896,Good,C,25000,Other,Private,
001am00002AA8YjAAL,info@hortonhousehold.com,269560,Fair,C,25000,Web,Private,
001am00002AA8YkAAL,info@toddhousehold.com,2770168,Good,C,48477,Call Center,Private,
001am00002AA8YlAAL,info@wheelerhousehold.com,638624,Good,C,25000,Call Center,Private,
001am00002AA8YmAAL,info@woodhousehold.com,3974400,Good,C,69552,Mobile,Public,WOOD
001am00002AA8YnAAL,info@househousehold.com,3841784,Good,C,67231,Branch,Private,
001am00002AA8YoAAL,info@dennishousehold.com,3901900,Good,C,68283,Other,Private,
001am00002AA8YpAAL,info@ricehousehold.com,941988,Fair,C,25000,Other,Private,
001am00002AA8YqAAL,info@hallhousehold.com,783204,Good,C,25000,Other,Private,
001am00002AA8YrAAL,info@russellhousehold.com,3142300,Fair,C,54990,Mobile,Other,
001am00002AA8YsAAL,info@duffyhousehold.com,2220300,Fair,C,38855,Web,Private,
001am00002AA8YtAAL,info@forbeshousehold.com,3484064,Fair,C,60971,Branch,Private,
001am00002AA8YuAAL,info@johnsonhousehold.com,666816,Good,C,25000,Mobile,Private,
001am00002AA8YvAAL,info@johnsonhousehold.com,1105744,Good,C,25000,Other,Subsidiary,
001am00002AA8YwAAL,info@blackhousehold.com,1553468,Fair,C,27185,Branch,Private,
001am00002AA8YxAAL,info@willishousehold.com,3760364,Fair,C,65806,Web,Private,
001am00002AA8YyAAL,info@shafferhousehold.com,3692688,Fair,C,64622,Web,Private,
001am00002AA8YzAAL,info@rivashousehold.com,754852,Fair,C,25000,Call Center,Private,
001am00002AA8Z0AAL,info@moorehousehold.com,3686396,Good,C,64511,Mobile,Public,MOOR
001am00002AA8Z1AAL,info@lopezhousehold.com,1221532,Good,C,25000,Mobile,Private,
001am00002AA8Z2AAL,info@joneshousehold.com,2876508,Fair,C,50338,Branch,Private,
001am00002AA8Z3AAL,info@hollandhousehold.com,2236644,Good,C,39141,Mobile,Private,
001am00002AA8Z4AAL,info@diazhousehold.com,2984204,Fair,C,52223,Branch,Private,
001am00002AA8Z5AAL,info@georgehousehold.com,2267556,Fair,C,39682,Branch,Private,
001am00002AA8Z6AAL,info@duffyhousehold.com,1377800,Good,C,25000,Other,Private,
001am00002AA8Z7AAL,info@bellhousehold.com,683912,Excellent,C,25000,Mobile,Private,
001am00002AA8Z8AAL,info@guerrerohousehold.com,2437648,Good,C,42658,Call Center,Private,
001am00002AA8Z9AAL,info@ortegahousehold.com,3106092,Poor,C,54356,Call Center,Private,
001am00002AA8ZAAA1,info@clarkhousehold.com,2780272,Fair,C,48654,Web,Private,
001am00002AA8ZBAA1,info@lynchhousehold.com,719500,Fair,C,25000,Call Center,Other,
001am00002AA8ZCAA1,info@dyerhousehold.com,3425020,Fair,C,59937,Other,Private,
001am00002AA8ZDAA1,info@martinhousehold.com,2247356,Fair,C,39328,Web,Private,
001am00002AA8ZEAA1,info@harperhousehold.com,226520,Good,C,25000,Web,Private,
001am00002AA8ZFAA1,info@cookehousehold.com,1307000,Fair,C,25000,Branch,Private,
001am00002AA8ZGAA1,info@parsonshousehold.com,1860972,Good,C,32567,Branch,Private,
001am00002AA8ZHAA1,info@marshallhousehold.com,826888,Good,C,25000,Branch,Private,
001am00002AA8ZIAA1,info@morganhousehold.com,2102720,Fair,C,36797,Other,Private,
001am00002AA8ZJAA1,info@nguyenhousehold.com,410592,Fair,C,25000,Call Center,Private,
001am00002AA8ZKAA1,info@stephensonhousehold.com,2096788,Good,C,36693,Mobile,Private,
001am00002AA8ZLAA1,info@martinezhousehold.com,1057364,Good,C,25000,Web,Public,MART
001am00002AA8ZMAA1,info@turnerhousehold.com,2066840,Fair,C,36169,Call Center,Private,
001am00002AA8ZNAA1,info@jacksonhousehold.com,3916912,Good,C,68545,Mobile,Private,
001am00002AA8ZOAA1,info@harrishousehold.com,569216,Good,C,25000,Call Center,Private,
001am00002AA8ZPAA1,info@singhhousehold.com,3700940,Good,C,64766,Web,Private,
001am00002AA8ZQAA1,info@ellishousehold.com,3626632,Fair,C,63466,Web,Private,
001am00002AA8ZRAA1,info@thomashousehold.com,890600,Fair,C,25000,Mobile,Subsidiary,
001am00002AA8ZSAA1,info@santoshousehold.com,1896228,Good,C,33183,Web,Private,
001am00002AA8ZTAA1,info@grimeshousehold.com,3612132,Fair,C,63212,Mobile,Private,
001am00002AA8ZUAA1,info@brownhousehold.com,3358776,Fair,C,58778,Branch,Private,
001am00002AA8ZVAA1,info@hutchinsonhousehold.com,1668648,Good,C,29201,Web,Private,
001am00002AA8ZWAA1,info@glasshousehold.com,3839264,Good,C,67187,Other,Private,
001am00002AA8ZXAA1,info@barberhousehold.com,3140496,Fair,C,54958,Branch,Private,
001am00002AA8ZYAA1,info@osbornehousehold.com,3208280,Good,C,56144,Branch,Private,
001am00002AA8ZZAA1,info@stantonhousehold.com,500660,Fair,C,25000,Web,Private,
001am00002AA8ZaAAL,info@kennedyhousehold.com,2174584,Fair,C,38055,Mobile,Private,
001am00002AA8ZbAAL,info@martinezhousehold.com,2090564,Good,C,36584,Branch,Other,
001am00002AA8ZcAAL,info@fieldshousehold.com,887656,Fair,C,25000,Mobile,Private,
001am00002AA8ZdAAL,info@richardhousehold.com,288032,Good,C,25000,Call Center,Private,
001am00002AA8ZeAAL,info@zamorahousehold.com,1386460,Fair,C,25000,Other,Private,
001am00002AA8ZfAAL,info@mcdonaldhousehold.com,1354916,Poor,C,25000,Branch,Private,
001am00002AA8ZgAAL,info@smithhousehold.com,1533476,Fair,C,26835,Call Center,Private,
001am00002AA8ZhAAL,info@hayeshousehold.com,559388,Poor,C,25000,Mobile,Private,
001am00002AA8ZiAAL,info@cobbhousehold.com,3604856,Good,C,63084,Other,Private,
001am00002AA8ZjAAL,info@saundershousehold.com,3521340,Fair,C,61623,Mobile,Subsidiary,
001am00002AA8ZkAAL,info@andersenhousehold.com,355136,Poor,C,25000,Web,Private,
001am00002AA8ZlAAL,info@cruzhousehold.com,3311156,Good,C,57945,Mobile,Public,CRUZ
001am00002AA8ZmAAL,info@gonzalezhousehold.com,2491176,Fair,C,43595,Web,Subsidiary,
001am00002AA8ZnAAL,info@morrishousehold.com,3374228,Good,C,59048,Web,Private,
001am00002AA8ZoAAL,info@jenkinshousehold.com,919180,Fair,C,25000,Mobile,Private,
001am00002AA8ZpAAL,info@rosehousehold.com,3552104,Fair,C,62161,Web,Private,
001am00002AA8ZqAAL,info@woodhousehold.com,3237040,Good,C,56648,Call Center,Private,
001am00002AA8ZrAAL,info@loweryhousehold.com,1470488,Good,C,25733,Web,Private,
001am00002AA8ZsAAL,info@williamshousehold.com,1537008,Fair,C,26897,Call Center,Private,
001am00002AA8ZtAAL,info@fernandezhousehold.com,3285800,Good,C,57501,Branch,Private,
001am00002AA8ZuAAL,info@valdezhousehold.com,754756,Fair,C,25000,Other,Public,VALD
001am00002AA8ZvAAL,info@cruzhousehold.com,1625244,Fair,C,28441,Call Center,Public,CRUZ
001am00002AA8ZwAAL,info@thompsonhousehold.com,3623436,Good,C,63410,Mobile,Private,
001am00002AA8ZxAAL,info@fitzgeraldhousehold.com,457128,Good,C,25000,Web,Other,
001am00002AA8ZyAAL,info@perezhousehold.com,2143400,Fair,C,37509,Other,Private,
001am00002AA8ZzAAL,info@paulhousehold.com,257616,Good,C,25000,Mobile,Other,
001am00002AA8a0AAD,info@harrishousehold.com,1039032,Good,C,25000,Branch,Private,
001am00002AA8a1AAD,info@johnstonhousehold.com,416388,Good,C,25000,Call Center,Public,JOHN
001am00002AA8a2AAD,info@wolfhousehold.com,1155932,Fair,C,25000,Web,Private,
001am00002AA8a3AAD,info@adamshousehold.com,1053848,Good,C,25000,Call Center,Private,
001am00002AA8a4AAD,info@arellanohousehold.com,1243724,Fair,C,25000,Web,Private,
001am00002AA8a5AAD,info@moorehousehold.com,3023860,Fair,C,52917,Branch,Public,MOOR
001am00002AA8a6AAD,info@popehousehold.com,1593184,Good,C,27880,Mobile,Private,
001am00002AA8a7AAD,info@johnsonhousehold.com,448012,Fair,C,25000,Mobile,Private,
001am00002AA8a8AAD,info@matthewshousehold.com,1497292,Good,C,26202,Other,Private,
001am00002AA8a9AAD,info@donovanhousehold.com,1879132,Fair,C,32884,Other,Private,
001am00002AA8aAAAT,info@nelsonhousehold.com,3512932,Fair,C,61476,Other,Subsidiary,
001am00002AA8aBAAT,info@holthousehold.com,3797584,Fair,C,66457,Other,Private,
001am00002AA8aCAAT,info@blackhousehold.com,1674504,Fair,C,29303,Call Center,Private,
001am00002AA8aDAAT,info@leehousehold.com,1032868,Fair,C,25000,Branch,Private,
001am00002AA8aEAAT,info@danielshousehold.com,2786468,Good,C,48763,Mobile,Private,
001am00002AA8aFAAT,info@ricehousehold.com,1211120,Good,C,25000,Mobile,Private,
001am00002AA8aGAAT,info@reedhousehold.com,3172212,Fair,C,55513,Mobile,Private,
001am00002AA8aHAAT,info@wardhousehold.com,3335884,Poor,C,58377,Mobile,Private,
001am00002AA8aIAAT,info@santiagohousehold.com,2607164,Good,C,45625,Branch,Private,
001am00002AA8aJAAT,info@schroederhousehold.com,2281468,Good,C,39925,Call Center,Private,
001am00002AA8aKAAT,info@coxhousehold.com,1965396,Fair,C,34394,Call Center,Private,
001am00002AA8aLAAT,info@pricehousehold.com,3299520,Good,C,57741,Other,Public,PRIC
001am00002AA8aMAAT,info@boydhousehold.com,3627528,Fair,C,63481,Other,Private,
001am00002AA8aNAAT,info@leonardhousehold.com,1218316,Good,C,25000,Branch,Private,
001am00002AA8aOAAT,info@travishousehold.com,2161532,Poor,C,37826,Call Center,Other,
001am00002AA8aPAAT,info@holmeshousehold.com,1082356,Fair,C,25000,Mobile,Private,
001am00002AA8aQAAT,info@moorehousehold.com,2636052,Good,C,46130,Mobile,Private,
001am00002AA8aRAAT,info@clarkhousehold.com,3507088,Fair,C,61374,Web,Private,
001am00002AA8aSAAT,info@woodhousehold.com,1542740,Fair,C,26997,Call Center,Private,
001am00002AA8aTAAT,info@allisonhousehold.com,901684,Poor,C,25000,Web,Private,
001am00002AA8aUAAT,info@marshallhousehold.com,481248,Fair,C,25000,Mobile,Public,MARS
001am00002AA8aVAAT,info@sheahousehold.com,2380956,Poor,C,41666,Mobile,Other,
001am00002AA8aWAAT,info@smithhousehold.com,3950340,Excellent,C,69130,Call Center,Other,
001am00002AA8aXAAT,info@fitzpatrickhousehold.com,3763928,Good,C,65868,Call Center,Private,
001am00002AA8aYAAT,info@brownhousehold.com,3123640,Good,C,54663,Branch,Private,
001am00002AA8aZAAT,info@villarrealhousehold.com,3025252,Good,C,52941,Web,Public,VILL
001am00002AA8aaAAD,info@hallhousehold.com,1826976,Good,C,31972,Call Center,Public,HALL
001am00002AA8abAAD,info@davishousehold.com,3206832,Good,C,56119,Call Center,Private,
001am00002AA8acAAD,info@floydhousehold.com,1633676,Fair,C,28589,Other,Private,
001am00002AA8adAAD,info@newtonhousehold.com,801224,Fair,C,25000,Mobile,Other,
001am00002AA8aeAAD,info@lucashousehold.com,775184,Good,C,25000,Web,Private,
001am00002AA8afAAD,info@smithhousehold.com,1009656,Good,C,25000,Mobile,Private,
001am00002AA8agAAD,info@penningtonhousehold.com,1909868,Good,C,33422,Call Center,Public,PENN
001am00002AA8ahAAD,info@vegahousehold.com,2343700,Good,C,41014,Call Center,Private,
001am00002AA8aiAAD,info@shieldshousehold.com,3289936,Good,C,57573,Mobile,Private,
001am00002AA8ajAAD,info@mitchellhousehold.com,1991212,Good,C,34846,Web,Subsidiary,
001am00002AA8akAAD,info@griffithhousehold.com,3244316,Fair,C,56775,Mobile,Public,GRIF
001am00002AA8alAAD,info@sanchezhousehold.com,3496292,Excellent,C,61185,Other,Private,
001am00002AA8amAAD,info@moyerhousehold.com,3613464,Good,C,63235,Other,Private,
001am00002AA8anAAD,info@bishophousehold.com,841068,Fair,C,25000,Call Center,Private,
001am00002AA8aoAAD,info@clarkhousehold.com,3887436,Fair,C,68030,Other,Private,
001am00002AA8apAAD,info@olsonhousehold.com,2486660,Fair,C,43516,Call Center,Other,
001am00002AA8aqAAD,info@mcdanielhousehold.com,1489600,Good,C,26068,Call Center,Private,
001am00002AA8arAAD,info@jameshousehold.com,206092,Poor,C,25000,Other,Public,JAME
001am00002AA8asAAD,info@foxhousehold.com,345524,Fair,C,25000,Branch,Private,
001am00002AA8atAAD,info@lyonshousehold.com,209092,Good,C,25000,Web,Private,
001am00002AA8auAAD,info@gutierrezhousehold.com,3504444,Excellent,C,61327,Web,Private,
001am00002AA8avAAD,info@petersonhousehold.com,3443140,Good,C,60254,Web,Private,
001am00002AA8awAAD,info@oliverhousehold.com,1912296,Good,C,33465,Mobile,Private,
001am00002AA8axAAD,info@barrerahousehold.com,2829836,Good,C,49522,Other,Private,
001am00002AA8ayAAD,info@whitehousehold.com,3504372,Fair,C,61326,Branch,Private,
001am00002AA8azAAD,info@connerhousehold.com,1129532,Good,C,25000,Branch,Other,
001am00002AA8b0AAD,info@linhousehold.com,3506652,Fair,C,61366,Other,Private,
001am00002AA8b1AAD,info@duncanhousehold.com,697016,Fair,C,25000,Branch,Private,
001am00002AA8b2AAD,info@clinehousehold.com,1465040,Fair,C,25638,Branch,Private,
001am00002AA8b3AAD,info@richardhousehold.com,297076,Good,C,25000,Other,Subsidiary,
001am00002AA8b4AAD,info@harveyhousehold.com,1558032,Fair,C,27265,Web,Private,
001am00002AA8b5AAD,info@brownhousehold.com,1189400,Fair,C,25000,Other,Private,
001am00002AA8b6AAD,info@smithhousehold.com,1246536,Fair,C,25000,Mobile,Private,
001am00002AA8b7AAD,info@gillhousehold.com,2338332,Good,C,40920,Call Center,Private,
001am00002AA8b8AAD,info@andersonhousehold.com,2594016,Fair,C,45395,Web,Private,
001am00002AA8b9AAD,info@reyeshousehold.com,507772,Fair,C,25000,Other,Private,
001am00002AA8bAAAT,info@herrerahousehold.com,1246452,Fair,C,25000,Mobile,Private,
001am00002AA8bBAAT,info@stronghousehold.com,1042696,Good,C,25000,Branch,Private,
001am00002AA8bCAAT,info@martinezhousehold.com,3751724,Fair,C,65655,Mobile,Private,
001am00002AA8bDAAT,info@randolphhousehold.com,3111684,Excellent,C,54454,Mobile,Private,
001am00002AA8bEAAT,info@floreshousehold.com,1719840,Fair,C,30097,Web,Private,
001am00002AA8bFAAT,info@bartletthousehold.com,3521780,Fair,C,61631,Mobile,Other,
001am00002AA8bGAAT,info@reedhousehold.com,688624,Good,C,25000,Branch,Subsidiary,
001am00002AA8bHAAT,info@diazhousehold.com,662500,Fair,C,25000,Call Center,Private,
001am00002AA8bIAAT,info@reidhousehold.com,3231572,Poor,C,56552,Other,Other,
001am00002AA8bJAAT,info@brownhousehold.com,3583792,Fair,C,62716,Other,Private,
001am00002AA8bKAAT,info@benjaminhousehold.com,538700,Fair,C,25000,Web,Other,
001am00002AA8bLAAT,info@greenehousehold.com,3094420,Good,C,54152,Other,Private,
001am00002AA8bMAAT,info@bradleyhousehold.com,1311160,Good,C,25000,Mobile,Private,
001am00002AA8bNAAT,info@taylorhousehold.com,3227780,Fair,C,56486,Call Center,Subsidiary,
001am00002AA8bOAAT,info@phillipshousehold.com,2400896,Fair,C,42015,Mobile,Other,
001am00002AA8bPAAT,info@ramirezhousehold.com,2486300,Poor,C,43510,Web,Private,
001am00002AA8bQAAT,info@johnsonhousehold.com,3937968,Fair,C,68914,Branch,Private,
001am00002AA8bRAAT,info@simmonshousehold.com,977072,Excellent,C,25000,Call Center,Private,
001am00002AA8bSAAT,info@wanghousehold.com,2946128,Fair,C,51557,Mobile,Private,
001am00002AA8bTAAT,info@smithhousehold.com,2417596,Fair,C,42307,Web,Private,
001am00002AA8bUAAT,info@torreshousehold.com,2402412,Fair,C,42042,Mobile,Public,TORR
001am00002AA8bVAAT,info@smithhousehold.com,1259140,Good,C,25000,Call Center,Private,
001am00002AA8bWAAT,info@mcphersonhousehold.com,3584544,Good,C,62729,Call Center,Other,
001am00002AA8bXAAT,info@arroyohousehold.com,2449872,Good,C,42872,Other,Private,
001am00002AA8bYAAT,info@berryhousehold.com,2394948,Good,C,41911,Mobile,Public,BERR
001am00002AA8bZAAT,info@kinghousehold.com,1339920,Good,C,25000,Other,Private,
001am00002AA8baAAD,info@grayhousehold.com,3043704,Fair,C,53264,Web,Public,GRAY
001am00002AA8bbAAD,info@haydenhousehold.com,1246248,Fair,C,25000,Call Center,Private,
001am00002AA8bcAAD,info@hallhousehold.com,2527948,Good,C,44239,Branch,Private,
001am00002AA8bdAAD,info@rogershousehold.com,723084,Fair,C,25000,Other,Private,
001am00002AA8beAAD,info@palmerhousehold.com,3884456,Good,C,67977,Mobile,Other,
001am00002AA8bfAAD,info@watsonhousehold.com,1116332,Good,C,25000,Web,Private,
001am00002AA8bgAAD,info@leehousehold.com,2311172,Good,C,40445,Call Center,Private,
001am00002AA8bhAAD,info@davishousehold.com,2945016,Good,C,51537,Mobile,Private,
001am00002AA8biAAD,info@serranohousehold.com,2245968,Fair,C,39304,Web,Private,
001am00002AA8bjAAD,info@castillohousehold.com,741324,Good,C,25000,Web,Private,
001am00002AA8bkAAD,info@penahousehold.com,2225680,Good,C,38949,Web,Subsidiary,
001am00002AA8blAAD,info@murrayhousehold.com,292040,Fair,C,25000,Other,Private,
001am00002AA8bmAAD,info@fryhousehold.com,2748688,Good,C,48102,Other,Private,
001am00002AA8bnAAD,info@markshousehold.com,418452,Fair,C,25000,Web,Private,
001am00002AA8boAAD,info@davishousehold.com,1900812,Fair,C,33264,Branch,Subsidiary,
001am00002AA8bpAAD,info@millerhousehold.com,2204640,Fair,C,38581,Other,Private,
001am00002AA8bqAAD,info@whitehousehold.com,421948,Good,C,25000,Branch,Other,
001am00002AA8brAAD,info@clarkhousehold.com,3063108,Fair,C,53604,Branch,Private,
001am00002AA8bsAAD,info@coxhousehold.com,2618416,Good,C,45822,Branch,Other,
001am00002AA8btAAD,info@hunterhousehold.com,846764,Good,C,25000,Other,Other,
001am00002AA8buAAD,info@paynehousehold.com,1618268,Good,C,28319,Call Center,Subsidiary,
001am00002AA8bvAAD,info@krausehousehold.com,3959872,Fair,C,69297,Call Center,Private,
001am00002AA8bwAAD,info@taylorhousehold.com,747028,Fair,C,25000,Mobile,Private,
001am00002AA8bxAAD,info@boyerhousehold.com,1835984,Good,C,32129,Web,Subsidiary,
001am00002AA8byAAD,info@snyderhousehold.com,526848,Good,C,25000,Call Center,Private,
001am00002AA8bzAAD,info@potterhousehold.com,1934600,Good,C,33855,Other,Private,
001am00002AA8c0AAD,info@woodshousehold.com,3166568,Good,C,55414,Mobile,Private,
001am00002AA8c1AAD,info@mayshousehold.com,3741168,Fair,C,65470,Mobile,Private,
001am00002AA8c2AAD,info@monroehousehold.com,714156,Fair,C,25000,Call Center,Other,
001am00002AA8c3AAD,info@flynnhousehold.com,1938576,Fair,C,33925,Call Center,Private,
001am00002AA8c4AAD,info@dixonhousehold.com,1111656,Good,C,25000,Branch,Public,DIXO
001am00002AA8c5AAD,info@murrayhousehold.com,2772440,Fair,C,48517,Branch,Private,
001am00002AA8c6AAD,info@davishousehold.com,3014548,Good,C,52754,Other,Private,
001am00002AA8c7AAD,info@garciahousehold.com,412860,Good,C,25000,Mobile,Private,
001am00002AA8c8AAD,info@fuenteshousehold.com,1353296,Good,C,25000,Branch,Private,
