External_ID__c,AccountNumber,AnnualRevenue,BillingCity,BillingCountry,BillingGeocodeAccuracy,BillingLatitude,BillingLongitude,BillingPostalCode,BillingState,BillingStreet,Cust360_Contact_Picture_URL__pc,DNB_Delinquency_Score__c,DNB_PAYDEX_Score__c,DNB_Rating__c,Description,Equifax_Credit_Risk_Score__c,Equifax_Failure_Score_CR__c,Equifax_Payment_Index__c,Experian_Intelliscore__c,Experian_Risk_Band__c,Fax,FinServ__BorrowingHistory__c,FinServ__CommunicationPreferences__pc,FinServ__ContactPreference__pc,FinServ__CountryOfResidence__pc,FinServ__CreditRating__c,FinServ__CreditScore__c,FinServ__CustomerType__c,FinServ__EmployedSince__pc,FinServ__Gender__pc,FinServ__HomeOwnership__pc,FinServ__InvestmentExperience__c,FinServ__KYCDate__c,FinServ__KYCStatus__c,FinServ__LanguagesSpoken__pc,FinServ__LastFourDigitSSN__pc,FinServ__LastInteraction__c,FinServ__LifetimeValue__c,FinServ__MotherMaidenName__pc,FinServ__NetWorth__c,FinServ__NextReview__c,FinServ__NumberOfChildren__pc,FinServ__NumberOfDependents__pc,FinServ__RelationshipStartDate__c,FinServ__RiskTolerance__c,FinServ__ServiceModel__c,FinServ__Status__c,FinServ__TaxBracket__pc,FinServ__TaxId__pc,FinServ__TimeHorizon__c,FinServ__TotalRevenue__c,FinServ__WeddingAnniversary__pc,Fitch_Category__c,Fitch_Rating__c,INS_FEIN_Tax_ID__c,Industry,Jigsaw,MiddleName,NAICS_Code__c,NumberOfEmployees,PersonAssistantName,PersonAssistantPhone,PersonDepartment,PersonGender,PersonGenderIdentity,PersonLeadSource,PersonMailingGeocodeAccuracy,PersonMailingLatitude,PersonMailingLongitude,PersonOtherCity,PersonOtherCountry,PersonOtherGeocodeAccuracy,PersonOtherLatitude,PersonOtherLongitude,PersonOtherPhone,PersonOtherPostalCode,PersonOtherState,PersonOtherStreet,PersonPronouns,PersonTitle,Rating,Salutation,ShippingCity,ShippingCountry,ShippingGeocodeAccuracy,ShippingLatitude,ShippingLongitude,ShippingPostalCode,ShippingState,ShippingStreet,Sic,SicDesc,Site,Tier__c,Type
HYDRATE-RT-000144,ACCT-000144,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UZwAAN.jpg,,,,,,,,,,(260) 406-0009,Excellent,Email;Text,Email,United States,Fair,595,Relational,2010-07-11,Male,Own,Beginner,2026-05-21,Overdue,English,4045,2025-11-11,24.2,Taylor,0.0,2026-11-23,0,,2026-05-20,Conservative,Tier 3,Onboarding,22%,112949087,Short-Term,,2015-10-12,,,,,,V,,,,,Customer Service,Male,Male,Referral,Address,47.633,-122.2954,Spokane,United States,Address,47.5688,-122.2918,(571) 932-4704,98192,WA,47 Cedar Ave,he/him,Dr,,,,,,,,,,,,,,C,
HYDRATE-RT-000145,ACCT-000145,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UZxAAN.jpg,,,,,,,,,,(948) 510-2677,Poor,Email;Text,Email,United States,Poor,463,Relational,2019-12-28,Male,Rent,Beginner,2026-05-25,Overdue,English,0737,2025-07-25,17.06,Lopez,0.0,2027-05-27,0,,2026-05-20,Conservative,Tier 3,Onboarding,12%,061749654,Short-Term,,2017-10-30,,,,,,B,,,,,Engineering,Male,Male,Web,Address,25.7308,-80.1419,Jacksonville,United States,Address,30.2813,-81.6156,(993) 417-2840,33130,FL,3287 Pine Blvd,he/him,Mr,,,,,,,,,,,,,,C,
HYDRATE-RT-000146,ACCT-000146,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UZyAAN.jpg,,,,,,,,,,(845) 353-6468,Excellent,Email;Text,Email,United States,Good,676,Relational,2007-08-07,Male,Rent,Beginner,2026-05-21,Overdue,English,1812,2026-03-03,207.44,Wilson,0.0,2026-11-23,0,,2026-05-20,Conservative,Tier 3,Onboarding,22%,159428665,Short-Term,,2017-10-10,,,,,,O,,,,,Finance,Male,Male,Referral,Address,39.7372,-86.1635,Indianapolis Center,United States,Address,39.7772,-86.1246,(653) 168-3026,46235,IN,488 Pine Ln,he/him,Mr,,,,,,,,,,,,,,C,
HYDRATE-RT-000147,ACCT-000147,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UZzAAN.jpg,,,,,,,,,,(277) 686-5769,Poor,Email;Text,Mail,United States,Good,729,Relational,2023-06-01,Male,Own,Intermediate,2026-05-22,Overdue,English,8686,2025-10-04,73.05,Gonzalez,0.0,2026-11-23,0,,2026-05-20,Moderate,Tier 3,Onboarding,22%,508287098,Medium-Term,,,,,,,,A,,,,,Customer Service,Male,Male,Referral,Address,33.3777,-111.8149,Mesa Park,United States,Address,33.3842,-111.8398,(430) 049-8794,85059,AZ,1100 Elm Way,he/him,Mr,,,,,,,,,,,,,,C,
HYDRATE-RT-000148,ACCT-000148,,,,,,,,,,https://cust360-photos.example.com/001am00002A8Ua0AAF.jpg,,,,,,,,,,(461) 566-6897,Poor,Email;Text,Text,United States,Poor,579,Relational,2003-12-20,Male,Own,Intermediate,2026-05-26,Overdue,English,4412,2025-11-24,95.25,Taylor,0.0,2027-05-27,0,,2026-05-20,Moderate,Tier 3,Onboarding,22%,563824279,Medium-Term,,2010-02-07,,,,,,V,,,,,Engineering,Male,Male,Referral,Address,33.7985,-118.1596,Long Beach Park,United States,Address,33.7846,-118.2372,(500) 899-4248,90086,CA,1505 Sycamore Blvd,he/him,Dr,,,,,,,,,,,,,,C,
HYDRATE-RT-000149,ACCT-000149,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjBAAV.jpg,,,,,,,,,,(610) 237-6685,Excellent,Email;Text,Email,United States,Poor,557,Relational,2015-02-22,Male,Other,Intermediate,2026-05-22,Overdue,English,4711,2025-07-21,154.09,Wilson,0.0,2027-05-27,0,,2026-05-20,Moderate,Tier 3,Onboarding,12%,502610282,Medium-Term,,1996-11-02,,,,,,M,,,,,Customer Service,Male,Male,Partner,Address,32.7855,-96.7766,Fort Worth,United States,Address,32.7131,-97.3189,(857) 742-6052,77073,TX,2014 Willow Blvd,he/him,Dr,,,,,,,,,,,,,,C,
HYDRATE-RT-000150,ACCT-000150,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjCAAV.jpg,,,,,,,,,,(399) 337-6360,Excellent,Email;Text,Phone,United States,Good,700,Relational,2011-06-08,Female,Own,Beginner,2026-05-22,Overdue,English,7364,2025-06-15,188.89,Davis,0.0,2026-11-23,0,,2026-05-20,Conservative,Tier 3,Onboarding,22%,678856160,Short-Term,,2006-03-21,,,,,,L,,,,,Operations,Female,Female,Referral,Address,43.0873,-87.9115,Milwaukee Heights,United States,Address,43.058,-87.9541,(271) 247-5434,53222,WI,1100 Walnut St,she/her,Mrs,,,,,,,,,,,,,,C,
HYDRATE-WL-000001,ACCT-000001,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjDAAV.jpg,,,,,,,,,,(448) 034-4879,Poor,Email;Text,Email,United States,Good,702,Relational,2015-05-28,Female,Own,,2026-05-26,Overdue,English,5418,2025-07-25,958.25,Hernandez,0.0,2026-08-25,0,,2026-05-20,,Tier 2,Onboarding,32%,305986515,Medium-Term,,2005-03-17,,,,,,H,,,,,Engineering,Female,Female,Web,Address,35.2589,-80.8651,Raleigh,United States,Address,35.8295,-78.6478,(508) 308-9013,28206,NC,12 Elm Ave,she/her,Ms,,,,,,,,,,,,,,B,
HYDRATE-WL-000002,ACCT-000002,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjEAAV.jpg,,,,,,,,,,(600) 961-8167,Excellent,Email;Text,Text,United States,Very Good,781,Relational,1990-10-13,Female,Own,,2026-05-20,Overdue,English,4139,2026-03-04,1203.37,Moore,0.0,2026-07-26,0,,2026-05-20,,Tier 1,Onboarding,35%,086579366,Medium-Term,,2008-05-31,,,,,,C,,,Executive Assistant,(435) 647-5638,Operations,Female,Female,Web,Address,36.1123,-96.0269,Tulsa Heights,United States,Address,36.1379,-95.9834,(957) 882-9859,73152,OK,1505 Elm Blvd,she/her,Ms,,,,,,,,,,,,,,A,
HYDRATE-WL-000003,ACCT-000003,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjFAAV.jpg,,,,,,,,,,(842) 486-0455,Poor,Email;Text,Text,United States,Good,721,Relational,2001-02-06,Female,Own,,2026-05-27,Overdue,English,9834,2025-06-25,595.31,Rodriguez,0.0,2026-08-25,0,,2026-05-20,,Tier 2,Onboarding,35%,534088679,Medium-Term,,2013-11-25,,,,,,M,,,,,Other,Female,Female,Web,Address,29.3806,-98.5142,San Antonio Park,United States,Address,29.4471,-98.4922,(461) 251-6372,77019,TX,102 Birch Way,she/her,Ms,,,,,,,,,,,,,,B,
HYDRATE-WL-000004,ACCT-000004,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjGAAV.jpg,,,,,,,,,,(626) 233-3692,Excellent,Email;Text,Email,United States,Good,690,Relational,2004-06-21,Male,Own,,2026-05-22,Overdue,English,1954,2025-08-30,1677.41,Wilson,0.0,2026-08-25,0,,2026-05-20,,Tier 2,Onboarding,35%,540999094,Medium-Term,,2012-01-24,,,,,,K,,,,,Engineering,Male,Male,Web,Address,38.9451,-77.0673,Washington Hills,United States,Address,38.8731,-77.0675,(532) 914-4229,20069,DC,245 Willow Ln,he/him,Mr,,,,,,,,,,,,,,B,
HYDRATE-WL-000005,ACCT-000005,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjHAAV.jpg,,,,,,,,,,(586) 448-6692,Excellent,Email;Text,Email,United States,Very Good,758,Relational,2022-05-01,Male,Own,,2026-05-20,Overdue,English,0370,2026-04-25,4084.21,Wilson,0.0,2026-07-26,0,,2026-05-20,,Tier 1,Onboarding,37%,485165396,Long-Term,,2024-03-08,,,,,,K,,,Executive Assistant,(970) 822-4496,HR,Male,Male,Web,Address,30.3155,-81.6239,Jacksonville Plaza,United States,Address,30.3226,-81.6787,(375) 915-2472,33182,FL,102 Birch Way,he/him,Mr,,,,,,,,,,,,,,A,
HYDRATE-WL-000006,ACCT-000006,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjIAAV.jpg,,,,,,,,,,(622) 115-1520,Excellent,Email;Text,Email,United States,Very Good,747,Relational,2026-04-16,Female,Own,,2026-05-26,Overdue,English,2924,2026-04-22,1837.92,Moore,0.0,2026-08-25,1,,2026-05-20,,Tier 2,Onboarding,35%,954101170,Medium-Term,,2018-04-18,,,,,,H,,,,,Customer Service,Female,Female,Referral,Address,39.9418,-82.9531,Columbus Plaza,United States,Address,39.9728,-83.0499,(625) 397-3651,43234,OH,47 Pine Ave,she/her,Dr,,,,,,,,,,,,,,B,
HYDRATE-WL-000007,ACCT-000007,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjJAAV.jpg,,,,,,,,,,(436) 088-4707,Excellent,Email;Text,Email,United States,Very Good,758,Relational,2005-08-26,Male,Own,,2026-05-24,Overdue,English,3612,2026-05-14,2320.34,Davis,0.0,2026-07-26,1,,2026-05-20,,Tier 1,Onboarding,35%,682144080,Medium-Term,,2004-02-28,,,,,,D,,,Executive Assistant,(453) 973-3110,Legal,Male,Male,Other,Address,39.947,-75.1569,Philadelphia Heights,United States,Address,39.9969,-75.1671,(720) 338-6605,19163,PA,1505 Birch Ln,he/him,Dr,,,,,,,,,,,,,,A,
HYDRATE-WL-000008,ACCT-000008,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjKAAV.jpg,,,,,,,,,,(681) 111-2508,Excellent,Email;Text,Text,United States,Very Good,740,Relational,2013-04-28,Female,Own,,2026-05-25,Overdue,English,9513,2026-03-11,958.25,Lopez,0.0,2026-08-25,1,,2026-05-20,,Tier 2,Onboarding,32%,880101092,Short-Term,,,,,,,,A,,,,,Engineering,Female,Female,Partner,Address,38.8156,-104.8666,Colorado Springs Hills,United States,Address,38.8312,-104.805,(480) 259-2419,80221,CO,102 Pine Ave,she/her,Mrs,,,,,,,,,,,,,,B,
HYDRATE-WL-000009,ACCT-000009,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjLAAV.jpg,,,,,,,,,,(492) 866-5804,Excellent,Email;Text,Email,United States,Excellent,816,Relational,2014-09-03,Male,Own,,2026-05-20,Overdue,English,8962,2025-06-08,306.57,Moore,0.0,2026-07-26,0,,2026-05-20,,Tier 1,Onboarding,35%,722536700,Short-Term,,2007-11-12,,,,,,O,,,Executive Assistant,(430) 549-2550,Operations,Male,Male,Partner,Address,47.6174,-122.2922,Spokane,United States,Address,47.659,-122.3667,(749) 161-3261,98123,WA,488 Oak St,he/him,Mr,,,,,,,,,,,,,,A,
HYDRATE-WL-000010,ACCT-000010,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjMAAV.jpg,,,,,,,,,,(262) 659-4756,Excellent,Email;Text,Text,United States,Good,687,Relational,2008-10-31,Female,Own,,2026-05-27,Overdue,English,8832,2025-07-13,541.41,Hernandez,0.0,2026-08-25,0,,2026-05-20,,Tier 2,Onboarding,32%,396181567,Medium-Term,,2005-05-06,,,,,,Z,,,,,Engineering,Female,Female,Web,Address,41.2834,-95.9607,Omaha Center,United States,Address,41.2474,-95.9177,(980) 843-5987,68157,NE,47 Maple Ave,she/her,Mrs,,,,,,,,,,,,,,B,
HYDRATE-WL-000011,ACCT-000011,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjNAAV.jpg,,,,,,,,,,(732) 383-0214,Excellent,Email;Text,Email,United States,Good,703,Relational,2013-03-22,Female,Own,,2026-05-27,Overdue,English,8982,2026-05-27,445.35,Taylor,0.0,2026-08-25,0,,2026-05-20,,Tier 2,Onboarding,35%,303035140,Short-Term,,2006-08-02,,,,,,Y,,,,,Legal,Female,Female,Partner,Address,38.5329,-121.5362,Sacramento Plaza,United States,Address,38.5688,-121.4905,(662) 971-0642,90012,CA,731 Oak Blvd,she/her,Ms,,,,,,,,,,,,,,B,
HYDRATE-WL-000012,ACCT-000012,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjOAAV.jpg,,,,,,,,,,(896) 624-3808,Excellent,Email;Text,Email,United States,Very Good,767,Relational,2000-11-02,Female,Own,,2026-05-27,Overdue,English,1618,2026-02-24,448.46,Rodriguez,0.0,2026-08-25,0,,2026-05-20,,Tier 2,Onboarding,35%,141454523,Medium-Term,,1997-06-22,,,,,,C,,,,,Operations,Female,Female,Web,Address,32.8067,-97.3733,Fort Worth Hills,United States,Address,32.7261,-97.3301,(953) 898-2018,77083,TX,2014 Walnut Ave,she/her,Mrs,,,,,,,,,,,,,,B,
HYDRATE-WL-000013,ACCT-000013,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjPAAV.jpg,,,,,,,,,,(562) 722-6907,Excellent,Email;Text,Phone,United States,Very Good,781,Relational,1992-03-13,Male,Own,,2026-05-26,Overdue,English,4859,2026-02-05,2612.26,Thomas,0.0,2026-07-26,0,,2026-05-20,,Tier 1,Onboarding,35%,060644258,Medium-Term,,2024-08-09,,,,,,Z,,,Executive Assistant,(202) 261-9009,Engineering,Male,Male,Partner,Address,38.8918,-77.0099,Washington Hills,United States,Address,38.8723,-77.0276,(799) 377-8711,20013,DC,1505 Birch Way,he/him,Mr,,,,,,,,,,,,,,A,
HYDRATE-WL-000014,ACCT-000014,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjQAAV.jpg,,,,,,,,,,(981) 312-1874,Excellent,Email;Text,Email,United States,Good,701,Relational,2011-06-06,Female,Own,,2026-05-27,Overdue,English,8645,2026-01-26,1247.64,Anderson,0.0,2026-07-26,2,,2026-05-20,,Tier 1,Onboarding,35%,637285420,Short-Term,,2007-01-13,,,,,,P,,,Executive Assistant,(986) 219-6193,Engineering,Female,Female,Web,Address,38.5863,-121.5305,Sacramento Plaza,United States,Address,38.6101,-121.5094,(607) 415-8314,90077,CA,2014 Cedar Ln,she/her,Mrs,,,,,,,,,,,,,,A,
HYDRATE-WL-000015,ACCT-000015,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjRAAV.jpg,,,,,,,,,,(785) 079-2296,Poor,Email;Text,Text,United States,Very Good,760,Relational,2008-11-28,Female,Own,,2026-05-23,Overdue,English,8182,2025-11-13,1120.19,Martin,0.0,2026-07-26,0,,2026-05-20,,Tier 1,Onboarding,35%,368520478,Medium-Term,,1999-09-01,,,,,,C,,,Executive Assistant,(886) 091-5421,Operations,Female,Female,Phone Inquiry,Address,36.1594,-86.7762,Nashville Hills,United States,Address,36.1338,-86.7642,(601) 071-4301,37298,TN,2014 Willow Rd,she/her,Ms,,,,,,,,,,,,,,A,
HYDRATE-WL-000016,ACCT-000016,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjSAAV.jpg,,,,,,,,,,(614) 186-9689,Excellent,Email;Text,Email,United States,Very Good,763,Relational,2013-06-04,Female,Own,,2026-05-20,Overdue,English,5838,2026-04-20,1711.01,Jones,0.0,2026-07-26,1,,2026-05-20,,Tier 1,Onboarding,37%,999172489,Long-Term,,1998-06-18,,,,,,Q,,,Executive Assistant,(749) 080-0680,Marketing,Female,Female,Other,Address,35.0871,-106.6539,Albuquerque Heights,United States,Address,35.0927,-106.6718,(670) 141-6136,87186,NM,731 Willow Ave,she/her,Ms,,,,,,,,,,,,,,A,
HYDRATE-WL-000017,ACCT-000017,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjTAAV.jpg,,,,,,,,,,(811) 058-6949,Excellent,Email;Text,Text,United States,Very Good,787,Relational,1998-07-19,Female,Own,,2026-05-27,Overdue,English,2804,2025-11-25,474.57,Lopez,0.0,2026-08-25,2,,2026-05-20,,Tier 2,Onboarding,35%,731428435,Medium-Term,,2008-12-28,,,,,,V,,,,,HR,Female,Female,Partner,Address,37.6875,-97.3458,Wichita Center,United States,Address,37.709,-97.3168,(824) 963-0586,67286,KS,102 Walnut Ln,she/her,Ms,,,,,,,,,,,,,,B,
HYDRATE-WL-000018,ACCT-000018,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjUAAV.jpg,,,,,,,,,,(875) 220-0471,Excellent,Email;Text,Email,United States,Very Good,752,Relational,2022-04-28,Male,Own,,2026-05-25,Overdue,English,5311,2026-02-26,1193.98,Williams,0.0,2026-07-26,0,,2026-05-20,,Tier 1,Onboarding,35%,910966930,Medium-Term,,2002-02-03,,,,,,T,,,Executive Assistant,(203) 583-1453,Customer Service,Male,Male,Other,Address,31.7137,-106.4804,El Paso Plaza,United States,Address,31.7954,-106.5384,(502) 233-9848,77051,TX,2014 Oak Way,he/him,Mr,,,,,,,,,,,,,,A,
HYDRATE-WL-000019,ACCT-000019,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjVAAV.jpg,,,,,,,,,,(471) 653-1194,Poor,Email;Text,Email,United States,Very Good,785,Relational,2019-01-01,Female,Own,,2026-05-20,Overdue,English,9257,2025-07-13,638.04,Johnson,0.0,2026-07-26,0,,2026-05-20,,Tier 1,Onboarding,35%,388959423,Medium-Term,,2001-06-14,,,,,,R,,,Executive Assistant,(812) 019-3077,Operations,Female,Female,Partner,Address,43.0191,-87.9297,Milwaukee Center,United States,Address,43.0757,-87.8825,(965) 032-6362,53299,WI,12 Willow Way,she/her,Hon,,,,,,,,,,,,,,A,
HYDRATE-WL-000020,ACCT-000020,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjWAAV.jpg,,,,,,,,,,(909) 661-7299,Excellent,Email;Text,Email,United States,Good,673,Relational,2019-07-03,Male,Own,,2026-05-26,Overdue,English,9551,2025-11-17,293.7,Moore,0.0,2026-08-25,1,,2026-05-20,,Tier 2,Onboarding,35%,775823723,Medium-Term,,2003-12-03,,,,,,C,,,,,Legal,Male,Male,Web,Address,35.1799,-90.0998,Memphis Park,United States,Address,35.1082,-90.0057,(368) 444-3819,37273,TN,2014 Pine Rd,he/him,Mr,,,,,,,,,,,,,,B,
HYDRATE-WL-000021,ACCT-000021,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjXAAV.jpg,,,,,,,,,,(381) 301-3285,Excellent,Email;Text,Email,United States,Very Good,782,Relational,2017-09-24,Male,Own,,2026-05-27,Overdue,English,8712,2025-11-11,507.87,Brown,0.0,2026-08-25,0,,2026-05-20,,Tier 2,Onboarding,32%,986617320,Medium-Term,,2013-06-07,,,,,,T,,,,,Engineering,Male,Male,Referral,Address,33.7677,-84.3529,Savannah,United States,Address,33.715,-84.3829,(660) 737-0711,30395,GA,3287 Cedar Blvd,he/him,Hon,,,,,,,,,,,,,,B,
HYDRATE-WL-000022,ACCT-000022,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjYAAV.jpg,,,,,,,,,,(484) 178-9701,Excellent,Email;Text,Email,United States,Good,712,Relational,1986-10-29,Male,Rent,,2026-05-22,Overdue,English,7590,2025-11-19,479.12,Taylor,0.0,2026-08-25,0,,2026-05-20,,Tier 2,Onboarding,32%,438462193,Medium-Term,,2011-11-17,,,,,,G,,,,,Marketing,Male,Male,Other,Address,36.1754,-115.0982,Las Vegas Plaza,United States,Address,36.1303,-115.1147,(373) 572-8647,89148,NV,3287 Oak Way,he/him,Dr,,,,,,,,,,,,,,B,
HYDRATE-WL-000023,ACCT-000023,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjZAAV.jpg,,,,,,,,,,(241) 675-0825,Excellent,Email;Text,Phone,United States,Good,717,Relational,1984-07-22,Male,Own,,2026-05-22,Overdue,English,6595,2026-02-28,1667.83,Anderson,0.0,2026-08-25,0,,2026-05-20,,Tier 2,Onboarding,35%,903580442,Medium-Term,,2025-05-23,,,,,,M,,,,,Customer Service,Male,Male,Web,Address,35.0749,-106.6221,Albuquerque Hills,United States,Address,35.0537,-106.6851,(933) 486-2609,87111,NM,245 Walnut St,he/him,Dr,,,,,,,,,,,,,,B,
HYDRATE-WL-000024,ACCT-000024,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjaAAF.jpg,,,,,,,,,,(589) 342-3629,Excellent,Email;Text,Text,United States,Very Good,747,Relational,2009-08-09,Male,Other,,2026-05-26,Overdue,English,4503,2025-10-11,540.21,Garcia,0.0,2026-08-25,0,,2026-05-20,,Tier 2,Onboarding,32%,467798177,Medium-Term,,2012-04-20,,,,,,R,,,,,Operations,Male,Male,Phone Inquiry,Address,39.1059,-94.5419,Kansas City Heights,United States,Address,39.0806,-94.5958,(493) 099-5398,64189,MO,47 Elm Ln,he/him,Mr,,,,,,,,,,,,,,B,
HYDRATE-WL-000025,ACCT-000025,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjbAAF.jpg,,,,,,,,,,(630) 394-3011,Excellent,Email;Text,Text,United States,Fair,665,Relational,1972-04-04,Male,Own,,2026-05-21,Overdue,English,7745,2025-07-25,175.12,Anderson,0.0,2026-08-25,0,,2026-05-20,,Tier 2,Onboarding,35%,024776233,Short-Term,,2005-10-28,,,,,,L,,,,,Other,Male,Male,Web,Address,32.6803,-117.1912,Los Angeles,United States,Address,34.0407,-118.2631,(469) 695-7938,90063,CA,102 Cedar Ave,he/him,Mr,,,,,,,,,,,,,,B,
HYDRATE-WL-000026,ACCT-000026,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjcAAF.jpg,,,,,,,,,,(612) 001-8510,Excellent,Email;Text,Phone,United States,Good,679,Relational,1996-05-29,Male,Own,,2026-05-24,Overdue,English,4128,2025-05-31,1575.36,Moore,0.0,2026-08-25,0,,2026-05-20,,Tier 2,Onboarding,35%,478333555,Medium-Term,,1999-03-15,,,,,,L,,,,,Finance,Male,Male,Partner,Address,29.4347,-98.4911,San Antonio Park,United States,Address,29.4605,-98.4688,(528) 404-9576,77028,TX,47 Willow Blvd,he/him,Mr,,,,,,,,,,,,,,B,
HYDRATE-WL-000027,ACCT-000027,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjdAAF.jpg,,,,,,,,,,(959) 491-7712,Excellent,Email;Text,Text,United States,Very Good,743,Relational,2010-06-11,Female,Own,,2026-05-25,Overdue,English,6063,2025-08-12,1574.88,Lopez,0.0,2026-08-25,0,,2026-05-20,,Tier 2,Onboarding,35%,572528387,Medium-Term,,2011-01-14,,,,,,C,,,,,Engineering,Female,Female,Referral,Address,45.5003,-122.6345,Portland Center,United States,Address,45.547,-122.6944,(225) 223-9153,97284,OR,3287 Elm Ave,she/her,Hon,,,,,,,,,,,,,,B,
HYDRATE-WL-000028,ACCT-000028,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjeAAF.jpg,,,,,,,,,,(217) 800-2806,Excellent,Email;Text,Email,United States,Good,733,Relational,1990-08-14,Male,Own,,2026-05-26,Overdue,English,8435,2026-01-14,239.56,Moore,0.0,2026-08-25,0,,2026-05-20,,Tier 2,Onboarding,32%,403608948,Short-Term,,2016-02-04,,,,,,T,,,,,Finance,Male,Male,Referral,Address,38.5878,-121.4486,Sacramento Center,United States,Address,38.5821,-121.4673,(357) 964-9000,90075,CA,12 Elm Way,he/him,Mr,,,,,,,,,,,,,,B,
HYDRATE-WL-000029,ACCT-000029,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjfAAF.jpg,,,,,,,,,,(776) 785-7086,Excellent,Email;Text,Email,United States,Very Good,778,Relational,2007-03-22,Female,Own,,2026-05-22,Overdue,English,3347,2026-02-09,239.56,Jackson,0.0,2026-08-25,0,,2026-05-20,,Tier 2,Onboarding,32%,278406054,Medium-Term,,2006-02-05,,,,,,W,,,,,Customer Service,Female,Female,Web,Address,37.7631,-122.3923,Oakland,United States,Address,37.8101,-122.2586,(601) 280-5848,90084,CA,1100 Chestnut St,she/her,Mrs,,,,,,,,,,,,,,B,
HYDRATE-WL-000030,ACCT-000030,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjgAAF.jpg,,,,,,,,,,(745) 113-1149,Excellent,Email;Text,Email,United States,Very Good,742,Relational,1999-01-22,Female,Own,,2026-05-23,Overdue,English,6085,2025-08-14,696.17,Williams,0.0,2026-08-25,0,,2026-05-20,,Tier 2,Onboarding,35%,964708589,Medium-Term,,,,,,,,F,,,,,Engineering,Female,Female,Referral,Address,33.8106,-118.2177,Long Beach Center,United States,Address,33.7574,-118.1865,(500) 393-0860,90059,CA,731 Chestnut St,she/her,Mrs,,,,,,,,,,,,,,B,
HYDRATE-WL-000031,ACCT-000031,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjhAAF.jpg,,,,,,,,,,(794) 549-4608,Excellent,Email;Text,Text,United States,Good,696,Relational,1981-12-02,Male,Own,,2026-05-26,Overdue,English,9709,2026-03-14,606.09,Johnson,0.0,2026-08-25,0,,2026-05-20,,Tier 2,Onboarding,35%,769271656,Medium-Term,,2014-03-22,,,,,,F,,,,,HR,Male,Male,Web,Address,35.8064,-78.6563,Raleigh Park,United States,Address,35.8,-78.6622,(440) 765-6066,28244,NC,12 Oak St,he/him,Dr,,,,,,,,,,,,,,B,
HYDRATE-WL-000032,ACCT-000032,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjiAAF.jpg,,,,,,,,,,(734) 769-1036,Excellent,Email;Text,Text,United States,Excellent,813,Relational,2015-05-30,Male,Own,,2026-05-24,Overdue,English,7316,2025-12-05,803.25,Jackson,0.0,2026-08-25,0,,2026-05-20,,Tier 2,Onboarding,35%,911388682,Medium-Term,,2012-05-09,,,,,,C,,,,,Marketing,Male,Male,Partner,Address,32.7425,-117.2017,Los Angeles,United States,Address,34.0711,-118.2558,(423) 637-1135,90054,CA,488 Cedar Blvd,he/him,Mr,,,,,,,,,,,,,,B,
